title,categories/keyword,author_tags
occupational exposure to btex compounds among enclosed multi-storey car park workers in central bangkok area(article),indoor and built environment,"['biomarker', 'btex', 'car-park worker', 'day of week', 'occupational exposure', 'benzene', 'ethylbenzene', 'hippuric acid', 'muconic acid', 'toluene', 'xylene', 'adult', 'air pollutant', 'air sampling', 'article', 'body mass', 'car park worker', 'concentration (parameters)', 'female', 'human', 'long term exposure', 'male', 'metabolite', 'nonmedical occupations', 'occupational exposure', 'pollution monitoring', 'priority journal', 'urinalysis']"
ethical cases on professional pharmacy practice in thailand during a.d. 1995–2015(article),thai journal of pharmaceutical sciences,"['ethical case', 'ethics', 'pharmacist', 'professional pharmacy practice', 'article', 'clinical practice', 'community care', 'drug safety', 'drug use', 'female', 'human', 'human dignity', 'interview', 'law', 'licence', 'male', 'medical ethics', 'pharmacist attitude', 'pharmacy', 'professional standard', 'protocol compliance', 'social care', 'teaching', 'thailand']"
prevalence and associated factors of obstructive sleep apnea in morbidly obese patients undergoing bariatric surgery(article),sleep and breathing,"['bariatric surgery', 'morbid obesity', 'obstructive sleep apnea', 'adult', 'article', 'bariatric surgery', 'body mass', 'controlled study', 'correlation analysis', 'descriptive research', 'dyslipidemia', 'fatty liver', 'female', 'human', 'major clinical study', 'male', 'morbid obesity', 'polysomnography', 'prevalence', 'priority journal', 'questionnaire', 'risk factor', 'roux-en-y gastric bypass', 'scoring system', 'sleep disordered breathing', 'sleeve gastrectomy', 'snoring', 'stop bang score', 'comorbidity', 'morbid obesity', 'sleep disordered breathing', 'thailand', 'adult', 'bariatric surgery', 'comorbidity', 'female', 'humans', 'male', 'obesity, morbid', 'polysomnography', 'prevalence', 'sleep apnea, obstructive', 'thailand']"
robust scale-invariant normalization and similarity measurement for time series data(conference paper),studies in computational intelligence,"['dynamic time warping', 'longest common subsequence', 'time series features', 'time series normalization']"
computational screening of fatty acid synthase inhibitors against thioesterase domain(article),journal of biomolecular structure and dynamics,"['fatty acid synthase inhibitor', 'molecular docking', 'molecular dynamics simulations', 'rosmarinic acid', 'thioesterase domain', 'fatty acid', 'fatty acid synthase', 'flavonoid', 'methyl gamma linolenylfluorophosphonate', 'phenylpropanoid', 'rosmarinic acid', 'terpenoid', 'thiol ester hydrolase', 'unclassified drug', 'antineoplastic agent', 'biological product', 'cinnamic acid derivative', 'depside', 'enzyme inhibitor', 'fasn protein, human', 'fatty acid synthase', 'protein binding', 'terpene', 'article', 'binding affinity', 'crystal structure', 'drug protein binding', 'drug structure', 'enzyme active site', 'enzyme inhibition', 'fatty acid analysis', 'hydrogen bond', 'ligand binding', 'molecular dynamics', 'molecular stability', 'priority journal', 'protein database', 'protein interaction', 'sequence alignment', 'alpha helix', 'antagonists and inhibitors', 'beta sheet', 'chemical database', 'chemistry', 'drug design', 'high throughput screening', 'human', 'kinetics', 'molecular docking', 'molecular dynamics', 'protein domain', 'structure activity relation', 'thermodynamics', 'antineoplastic agents', 'biological products', 'catalytic domain', 'cinnamates', 'databases, chemical', 'depsides', 'drug design', 'enzyme inhibitors', 'fatty acid synthase, type i', 'flavonoids', 'high-throughput screening assays', 'humans', 'hydrogen bonding', 'kinetics', 'molecular docking simulation', 'molecular dynamics simulation', 'protein binding', 'protein conformation, alpha-helical', 'protein conformation, beta-strand', 'protein interaction domains and motifs', 'structure-activity relationship', 'terpenes', 'thermodynamics']"
original documentlearn more about errata linking in scopus,ksce journal of civil engineering,[]
"ethnic differences in stratum corneum functions between chinese and thai infants residing in bangkok, thailand(article)",pediatric dermatology,"['ethnic differences', 'infant skin', 'physiology', 'stratum corneum', 'ceramide', 'ceramide', 'age', 'arm', 'article', 'buttock', 'chinese', 'controlled study', 'cutaneous parameters', 'ethnic difference', 'female', 'human', 'human experiment', 'hydration', 'infant', 'lipid composition', 'male', 'normal human', 'priority journal', 'skin function', 'skin water loss', 'stratum corneum', 'thai (people)', 'thailand', 'thigh', 'asian continental ancestry group', 'blood vessel capacitance', 'body water', 'epidermis', 'ethnic group', 'ethnology', 'physiology', 'thermoregulation', 'asian continental ancestry group', 'body water', 'ceramides', 'epidermis', 'ethnic groups', 'female', 'humans', 'infant', 'male', 'thailand', 'vascular capacitance', 'water loss, insensible']"
international leadership for the control of disease outbreaks relating to “one health”(note)(open access),journal of health research,"['multi-disciplinary', 'multi-sectorial', 'multiple stakeholders and partners', 'networking approach', 'partnership development']"
search for new physics in events with a leptonically decaying z boson and a large transverse momentum imbalance in proton–proton collisions at √s = 13 tev(article)(open access),european physical journal c,[]
"scenarios of municipal solid waste management for mitigating greenhouse gas emission: a case study of supermarket in bangkok, thailand(conference paper)",acm international conference proceeding series,"['abatement cost.', 'bio-gasification', 'ghg emission', 'landfilling', 'municipal solid waste', 'recycling', 'sustainable waste management', 'environmental management', 'gasification', 'global warming', 'greenhouse gases', 'municipal solid waste', 'office buildings', 'population statistics', 'recycling', 'retail stores', 'sustainable development', 'abatement costs', 'environmental aspects', 'environmental performance', 'ghg emission', 'landfilling', 'sustainable waste management', 'waste management practices', 'waste management systems', 'waste management']"
prognostic value of plasma ebv dna for nasopharyngeal cancer patients during treatment with intensity-modulated radiation therapy and concurrent chemotherapy(article)(open access),radiology and oncology,"['imrt', 'nasopharyngeal cancer', 'plasma ebv', 'prognosis during treatment', 'cisplatin', 'fluorouracil', 'adjuvant therapy', 'adult', 'article', 'cancer adjuvant therapy', 'cancer combination chemotherapy', 'cancer diagnosis', 'cancer prognosis', 'cancer staging', 'cancer survival', 'continuous infusion', 'controlled study', 'distant metastasis free survival', 'dna virus', 'epstein barr virus', 'female', 'follow up', 'human', 'intensity modulated radiation therapy', 'major clinical study', 'male', 'middle aged', 'nasopharynx cancer', 'post hoc analysis', 'progression free survival', 'prospective study', 'randomized controlled trial', 'sequential analysis', 'sex ratio', 'simultaneous integrated boost', 'treatment duration']"
variation of the great auricular nerve and prediction of the facial nerve trunk size(article)(open access),plastic and reconstructive surgery - global open,[]
probiotics in human mental health and diseases-a minireview(article)(open access),tropical journal of pharmaceutical research,"['anxiety', 'brain health', 'cognition', 'microbiome', 'probiotics', 'stress', 'probiotic agent', 'serotonin', 'alzheimer disease', 'article', 'autism', 'bacterial infection', 'bifidobacterium', 'central nervous system', 'cognition', 'epilepsy', 'escherichia coli', 'human', 'intestine flora', 'mental disease', 'mental health', 'nonhuman', 'obesity', 'parkinson disease', 'prevalence', 'problem behavior', 'stress management', 'urinary tract infection']"
reflective sketchbook journals for art education students in thailand(article),international journal of education through art,"['art education', 'philosophy of art education', 'reflective sketchbook journal', 'reflective writing', 'self-learning', 'sketchbook journal']"
effect of vital tooth bleaching on surface roughness and streptococcal biofilm formation on direct tooth-colored restorative materials(article)(open access),operative dentistry,"['carbamide peroxide', 'glass ionomer', 'hydrogen peroxide', 'peroxide', 'resin', 'tooth bleaching agent', 'urea', 'analogs and derivatives', 'biofilm', 'dental procedure', 'dental restoration', 'growth, development and aging', 'in vitro study', 'procedures', 'streptococcus mutans', 'streptococcus sanguinis', 'surface property', 'biofilms', 'composite resins', 'dental restoration, permanent', 'glass ionomer cements', 'hydrogen peroxide', 'in vitro techniques', 'peroxides', 'streptococcus mutans', 'streptococcus sanguis', 'surface properties', 'tooth bleaching', 'tooth bleaching agents', 'urea']"
"an integrative identification guide to the hydrozoa (cnidaria) of bocas del toro, panama(article)(open access)",neotropical biodiversity,"['16s', 'barcoding', 'biodiversity', 'bocas del toro', 'caribbean', 'hydrozoa', 'identification tools']"
value of serum zinc in diagnosing and assessing severity of liver disease in children with wilson disease(article),journal of pediatric gastroenterology and nutrition,"['atp7b', 'liver copper', 'penicillamine challenge test', 'zinc', 'ceruloplasmin', 'wilson disease protein', 'zinc', 'zinc', 'abdominal distension', 'acute liver failure', 'acute stress', 'alkaline phosphatase blood level', 'article', 'ascites', 'autoimmune hepatitis', 'ceruloplasmin blood level', 'childhood disease', 'chronic hepatitis', 'clinical article', 'diagnostic accuracy', 'diagnostic test accuracy study', 'diagnostic value', 'disease severity assessment', 'england', 'false negative result', 'female', 'foot edema', 'gene mutation', 'hematemesis', 'histopathology', 'human', 'incidental finding', 'jaundice', 'laboratory test', 'liver disease', 'liver function test', 'liver ischemia', 'male', 'medical record review', 'nonalcoholic fatty liver', 'priority journal', 'provocation test', 'receiver operating characteristic', 'sensitivity and specificity', 'splenomegaly', 'toxic hepatitis', 'wilson disease', 'zinc blood level', 'adolescent', 'blood', 'child', 'infant', 'preschool child', 'reproducibility', 'retrospective study', 'severity of illness index', 'wilson disease', 'adolescent', 'child', 'child, preschool', 'female', 'hepatolenticular degeneration', 'humans', 'infant', 'london', 'male', 'reproducibility of results', 'retrospective studies', 'sensitivity and specificity', 'severity of illness index', 'zinc']"
continuous production of biodiesel from rubber seed oil using a packed bed reactor with bacl2impregnated cao as catalyst(article)(open access),bulletin of chemical reaction engineering and catalysis,"['bacl2impregnated cao', 'biodiesel', 'rubber seed oil', 'transesterification', 'waste razor clam shell', 'barium compounds', 'calcination', 'catalyst activity', 'chemical reactors', 'chlorine compounds', 'esters', 'fatty acids', 'lime', 'methanol', 'molar ratio', 'molluscs', 'rubber', 'scanning electron microscopy', 'shellfish', 'shells (structures)', 'soybean oil', 'spectrometers', 'transesterification', 'bacl2 impregnated calcium oxide', 'clam shell', 'fatty acids methyl esters', 'packed bed reactor', 'razor clams', 'residence time', 'rubber seed oil', 'transesterifications', 'waste razor clam shell', ']+ catalyst', 'biodiesel']"
optical properties of csi:tl crystals grown using different precursors purities(conference paper)(open access),journal of physics: conference series,"['cesium iodide', 'citrus fruits', 'crystal impurities', 'energy gap', 'luminescence', 'thallium compounds', 'x rays', 'absorption co-efficient', 'absorption edges', 'bridgman-stockbarger techniques', 'colorless crystals', 'different precursors', 'scintillator materials', 'transmittance and reflectances', 'x ray luminescence', 'optical properties']"
the effect of iloprost on cell proliferation and angiogenesis-related gene expression in human periodontal ligament cells(article),odontology,"['iloprost', 'periodontal ligament cell', 'tooth revascularization', 'type i collagen', 'vascular endothelial growth factor', 'benzophenone derivative', 'cay10449', 'collagen type 1', 'collagen type i, alpha 1 chain', 'fibroblast growth factor 2', 'iloprost', 'imidazole derivative', 'messenger rna', 'vasculotropin a', 'cell culture', 'cell proliferation', 'cytology', 'drug effect', 'enzyme linked immunosorbent assay', 'fluorescent antibody technique', 'gene expression', 'human', 'in vitro study', 'metabolism', 'periodontal ligament', 'polymerase chain reaction', 'third molar', 'benzophenones', 'cell proliferation', 'cells, cultured', 'collagen type i', 'enzyme-linked immunosorbent assay', 'fibroblast growth factor 2', 'fluorescent antibody technique', 'gene expression', 'humans', 'iloprost', 'imidazoles', 'in vitro techniques', 'molar, third', 'periodontal ligament', 'polymerase chain reaction', 'rna, messenger', 'vascular endothelial growth factor a']"
